Title,Organization,Skills,Difficulty,Type,Duration,Ratings,reviews,enrolled,url,alive
Natural Resources for Sustainable Development,SDG Academy,"natural, resources, sustainable, development, represent, potentially, transformational, opportunity, support, ultimately, finite, make, without, destroying, produced, resource, governance, institute, columbia, center, investment, world, bank, efforts, sustainably",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/natural-resources-for-sustainable-development,
Omnichannel Strategy and Management,Dartmouth College,"omnichannel, strategy, management, retail, customers, increasingly, expect, interact, retailers, seamless, combining, aspects, different, channels, stages, purchase, journey, want, place, order, online, pick, hour, later, work",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/omnichannel-strategy-and-management,
General Overview of Cannabis and the Industry’s Outlook and Professions,Doane University,"general, overview, cannabis, outlook, professions, provide, comprehensive, applications, uses, gain, understanding, various, strains, addition, differences, similarities, marijuana, hemp, emerging, jobs, industry, covered, future, environmental, studies",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/general-overview-of-cannabis-and-the-industrys-out,
Amazon SageMaker: Simplifying Machine Learning Application Development,Amazon Web Services,"amazon, sagemaker, simplifying, machine, application, development, fastest, growing, areas, technology, highly, sought, after, skillset, teach, developer, simplify, integration, applications, topics, include, overview, problems, help, solve",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/amazon-sagemaker-simplifying-machine-learning-appl,
Demand and Supply Analytics,Columbia University,"demand, supply, analytics, airlines, decide, increase, ticket, hotel, charge, less, night, long, stay, short, software, companies, bundle, very, different, products, fashion, retailer, start, discounting, discounted",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/demand-and-supply-analytics,
Advanced Algorithmics and Graph Theory with Python,IMT,"advanced, algorithmics, graph, theory, python, programming, fundamental, engineering, data, scientists, analysts, computer, hobbyists, developers, program, algorithms, tedious, given, opportunity, immediately, practice, justfocus, theoryor, study, simple",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/advanced-algorithmics-and-graph-theory-with-python,
Leadership and Management for PM Practitioners in IT,University of Washington,"leadership, management, practitioners, effective, project, manager, global, focuses, competencies, along, ways, different, organizational, cultures, influence, personal, performance, required, managers, culture, dynamics, affect, finally, delve, team",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/leadership-and-management-for-pm-practitioners-in,
Entrepreneurship 103: Show Me The Money,Massachusetts Institute of Technology,"entrepreneurship, show, money, successful, ultimately, comes, down, three, series, addresses, questions, guide, creating, profitable, business, just, here, start, becoming, expose, case, studies, startup, companies, interviews",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/entrepreneurship-103-show-me-the-money,
Drainage in Agriculture: controlling water and salt levels in the soil,Wageningen University & Research,"drainage, agriculture, controlling, water, salt, levels, soil, demand, safe, healthy, food, rapidly, increasing, world, population, growing, projected, reach, billion, prepare, going, able, feed, clear, production",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/drainage-in-agriculture-controlling-water-and-sa-2,
AP® Physics 1: Challenging Concepts,Davidson Next,"physics, challenging, concepts, different, topics, instructors, around, lead, video, assessment, questions, interactive, module, breaks, tricky, pieces, short, instructional, videos, simulations, graphs, practice, problems, written, same",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/ap-physics-1-challenging-concepts,
Introduction to Java Programming – Part 2,The Hong Kong University of Science and Technology,"java, programming, part, want, become, better, problem, provide, strong, understanding, basic, elements, data, abstraction, representation, framework, saying, goes, picture, worth, thousand, sample, objects, photos, images",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-java-programming-part-2,
AP® Macroeconomics,Davidson Next,"macroeconomics, concepts, material, instructors, including, same, high, school, teachers, college, faculty, helped, design, curriculum, partnership, module, cover, major, concept, advanced, topics, broken, short, instructional, videos",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/ap-macroeconomics,
Climate Change Education,Inter-American Development Bank,"climate, change, education, explores, basic, science, behind, presents, tools, teach, positive, engaging, participatory, introduces, ethical, social, issues, around, makes, videos, lesson, plans, online, games, developed",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/climate-change-education,
Applied Deep Learning Capstone Project,IBM,"applied, deep, capstone, project, library, ofyour, choice, train, test, preprocess, data, real, problem, build, model, validate, finally, present, report, demonstrate, validity, yourmodel, andyour, proficiency, field",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/applied-deep-learning-capstone-project,
FinTech Ethics and Risks,University of Hong Kong,"fintech, ethics, risks, started, global, revolution, financial, services, industry, transformation, only, increase, coming, years, there, ways, improve, lives, people, around, world, however, same, technologies, used",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/fintech-ethics-and-risks,
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,Tsinghua University,"user, experience, design, human, factors, culture, 设计的人因与文化, successful, products, services, offer, rich, colorful, experiences, take, account, social, cultural, patterns, create, excellent, designs, consider, consumer, demand",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/user-experience-ux-design-human-factors-and-cultur,
The Conquest of Space: Space Exploration and Rocket Science,Universidad Carlos III de Madrid,"conquest, space, exploration, rocket, science, plays, major, role, history, humankind, cultural, political, sociological, repercussions, extraordinary, amount, resources, dedicated, enormous, aerospace, first, step, interested, impact, daily",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/the-conquest-of-space-space-exploration-and-rocket,
Business Strategy and Operations in a Biobased Economy,Wageningen University & Research,"business, strategy, operations, biobased, economy, growth, models, beginning, solution, optimize, resources, fossil, energy, reduce, waste, flows, emissions, efficiency, structuring, circular, model, logical, next, step, approach",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/business-strategy-and-operations-in-a-biobased-eco,
What Works in Education: Evidence-Based Education Policies,Inter-American Development Bank,"works, education, policies, summarizes, main, theoretical, practical, research, surrounding, delves, improvements, challenges, observed, systems, latin, america, caribbean, organized, around, five, features, successful, target, audience, includes",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/what-works-in-education-evidence-based-education-p,
Electric Cars: Business,Delft University of Technology,"electric, cars, business, novel, means, mobility, recognized, essential, building, block, energy, transition, fulfilling, promise, imply, significant, change, technical, digital, social, dimensions, transport, infrastructure, want, opportunities",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/electric-cars-business,
Thermodynamics of Materials,Massachusetts Institute of Technology,"thermodynamics, materials, describes, fundamental, competition, energy, disorder, determines, state, equilibrium, introduces, laws, concept, thermodynamic, potentials, both, classical, statistical, interpretations, entropy, presented, emphasis, topics, covered, include",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/thermodynamics-of-materials-2,
Mechanics: Momentum and Energy,Massachusetts Institute of Technology,"mechanics, momentum, energy, second, series, four, modules, cover, concepts, impulse, work, powerful, idea, conservation, laws, apply, solve, interesting, problems, collisions, rockets, modulesare, material, physics, required",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/mechanics-momentum-and-energy,
Co-Creating Sustainable Cities,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,"sustainable, cities, around, world, major, challenges, time, population, growth, climate, change, being, addressed, here, citizens, play, important, role, amidst, governments, companies, ngos, researchers, creating, social",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/co-creating-sustainable-cities,
Introduction to Animal Ethics,Kyoto University,"animal, ethics, pigs, condemn, there, difference, mice, companion, hamsters, justify, former, drug, attitude, toward, animals, full, seeming, inconsistencies, unexplained, conventions, field, tries, make, sense, relationships",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-animal-ethics,
Teamwork & Collaboration,Rochester Institute of Technology,"teamwork, collaboration, workplace, professionals, work, alone, rarely, just, person, often, required, groups, strategize, design, solutions, ideate, motivate, manage, part, leadership, essentials, professional, certificate, program, complements",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/teamwork-collaboration-3,
Grant Writing and Crowdfunding for Public Libraries,The University of Michigan,"grant, writing, crowdfunding, public, libraries, part, library, management, professional, certificate, program, explores, strategies, developing, effective, proposals, engaging, community, mock, campaign, create, proposal, local, funding, source",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/grant-writing-and-crowdfunding-for-public-librarie,
Leading Ambitious Teaching and Learning,The University of Michigan-Microsoft Education,"leading, ambitious, teaching, want, collaboration, teachers, lead, deeper, development, developed, partnership, microsoft, part, education, leadership, initiative, aims, help, school, leaders, drive, pursuit, instruction, straightforward, transfer",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/leading-ambitious-teaching-and-learning,
Financing Innovative Ventures,"The University of Maryland, College Park-University System of Maryland","financing, innovative, ventures, demystify, financial, concepts, give, aspiring, active, entrepreneurs, innovators, guide, understanding, financials, securing, funding, assuming, learners, prior, knowledge, accounting, economics, finance, work, ground",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/financing-innovative-ventures,
"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",Imperial College London,"mathematics, year, general, motion, moments, equilibrium, normal, distribution, vectors, differentiation, methods, integration, differential, equations, imperial, college, london, designed, help, need, succeed, maths, investigate, topic, areas",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/a-level-mathematics-for-year-13-course-2,
Theories of Media and Technology,New York University,"theories, media, technology, build, critical, applicable, knowledge, understanding, pervasive, impact, culture, influential, concepts, able, apply, ideas, contemporary, trends, issues, practice, design, whether, graphic, designer, accessibility",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/theories-of-media-and-technology,
"Batteries, Fuel Cells, and their Role in Modern Society",Ural Federal University,"batteries, fuel, cells, role, modern, society, world, movements, transportation, energy, markets, better, understanding, processes, involved, help, find, incipient, shifts, take, advantage, monumental, changes, down, road",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/batteries-fuel-cells-and-their-role-in-modern-so-2,
Communication Skills for Dialoguing Across Difference,Catalyst,"communication, dialoguing, across, difference, ever, going, school, working, living, communities, people, think, look, beliefs, different, give, bridge, divides, find, common, practical, strategies, techniques, apply, daily",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/communication-skills-for-dialoguing-across-difference,
Social Media: How Media Got Social,Curtin University,"social, media, online, communication, dominate, daily, lives, unprecedented, manner, wireless, connectivity, mobile, devices, wearable, technologies, mean, always, part, everyday, life, billions, people, across, world, term",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/social-media-how-media-got-social,
"Portfolio Management, Governance, & the PMO",University of Washington,"portfolio, management, governance, does, focuses, project, office, techniques, used, monitor, control, delivery, projects, different, kinds, pmos, today, various, approaches, building, maintaining, closing, monitoring, ensure, completed",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/portfolio-management-governance-the-pmo,
edX101: Overview of Creating an edX Course,edX,"overview, creating, designed, show, faculty, instructors, organizational, leadership, create, cover, strategy, behind, getting, word, content, interactive, engaging, accessible, delivering, finished, education, teacher, training",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/edx101-overview-of-creating-an-edx-course,
Data Analysis for Decision Making,"The University of Maryland, College Park-University System of Maryland","data, analysis, decision, making, information, companies, access, unprecedented, amounts, behaviors, interests, buying, markets, operate, being, able, analyze, become, critical, skill, makers, every, level, organization, firms",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/data-analysis-for-decision-making,
UML Class Diagrams for Software Engineering,KU Leuven University,"class, diagrams, software, engineering, ever, wondered, architects, requirements, engineers, business, analysts, sketch, draw, plans, computer, science, gain, understanding, unified, modeling, language, used, visually, represent, conceptual",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/uml-class-diagrams-for-software-engineering,
Driving Digital Innovation through Experimentation,Boston University,"driving, digital, innovation, experimentation, capability, business, master, leverage, data, build, knowledge, apply, improve, outcomes, create, strategic, advantages, part, both, product, management, leadership, micromasters, programs, iterative",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/driving-digital-innovation-through-experimentation,
Compilation Basics for Macroeconomic Statistics,The International Monetary Fund,"compilation, basics, macroeconomic, statistics, thiscoursereviews, basic, concepts, principles, required, compile, disseminate, financial, topics, residence, institutional, units, sectors, accounting, rules, instruments, stocks, flows, data, standards, initiatives",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/compilation-basics-for-macroeconomic-statistics,
From Fossil Resources to Biomass: A Chemistry Perspective,Wageningen University & Research,"fossil, resources, biomass, chemistry, perspective, join, want, create, sustainable, future, moving, away, dependence, production, food, chemicals, produce, renewable, fuel, make, biobased, give, solid, understanding, works",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/from-fossil-resources-to-biomass-a-chemistry-persp,
System Dynamics for Health Sciences,Wits University,"system, dynamics, health, sciences, effective, meaningful, engagement, complex, modern, medical, systems, requires, overarching, tool, allowing, practitioners, model, simulate, problems, ranging, molecular, level, entire, healthcare, beyond",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/system-dynamics-for-health-sciences,
Introduction to Psychological Research Methods,The University of Queensland,"psychological, research, methods, really, only, answer, questions, like, just, rely, intuition, because, unfortunately, sometimes, give, incorrect, psychology, conducted, analyze, findings, results, effectively, write, understanding, allows",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-psychological-research-methods,
Sustainable Packaging in a Circular Economy,Delft University of Technology,"sustainable, packaging, circular, economy, become, almost, impossible, imagine, lives, like, without, benefits, just, think, different, items, daily, basis, global, population, grows, size, affluence, both, collective",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/sustainable-packaging-in-a-circular-economy,
Design in Healthcare: Using Patient Journey Mapping,Delft University of Technology,"design, healthcare, patient, journey, mapping, different, experiences, patients, medical, context, explores, interaction, providers, stages, disease, coping, treatment, dealing, expectations, stakeholders, give, designers, specialists, knowledge, insights",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/design-in-healthcare-using-patient-journey-mapping,
"Electronic, Optical, and Magnetic Properties of Materials",Massachusetts Institute of Technology,"electronic, optical, magnetic, properties, materials, department, science, engineering, introduces, fundamental, principles, quantum, mechanics, solid, state, physics, electricity, magnetism, describe, origins, discuss, engineered, suit, particular, applications",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/electronic-optical-and-magnetic-properties-of-mate,
Risk Management for Projects,University of Adelaide,"risk, management, projects, process, used, identification, assessment, analysis, potential, risks, organization, project, enables, appropriate, fundamentals, apply, setting, iterative, adopting, procedures, help, maximize, opportunities, minimize, negative",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/risk-management-for-projects,
Smithsonian’s Objects That Define America,The Smithsonian Institution,"objects, define, america, produced, great, courses, look, four, themes, history, presented, richard, kurin, undersecretary, culture, gain, unique, perspective, american, stories, behind, continue, essential, part, importantly",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/smithsonians-objects-that-define-america,
Creating Modern China: The Republican Period to the Present,Harvard University,"creating, modern, china, republican, period, present, does, mean, constitutes, politics, institutions, military, great, excitement, experimentation, country, asking, itself, become, remain, true, chinese, national, enduring, issues",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/creating-modern-china-the-republican-period-to-the,
Discover Political Science,Université catholique de Louvain,"discover, political, science, politics, impact, everyday, decisions, areas, lives, century, multiple, paradoxes, blur, vision, aims, understanding, explaining, phenomena, critical, standpoint, material, exercises, english, please, note",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/discover-political-science-2,
Data Science: Inferential Thinking through Simulations,"University of California, Berkeley","data, science, inferential, thinking, simulations, examples, wide, range, domains, including, medicine, football, scientists, make, conclusions, unknowns, complete, still, like, draw, inferences, world, quantify, uncertainty, called",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/foundations-of-data-science-inferential-thinking-b,
Programming for Data Science,University of Adelaide,"programming, data, science, there, rising, demand, people, work, sets, start, journey, micromasters, program, towards, recognised, credential, highly, competitive, practical, activities, innovative, processingjs, workspace, application, digital",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/programming-for-data-science,
Public Sector Debt Statistics,The International Monetary Fund,"public, sector, debt, statistics, presented, department, fundamentals, needed, compile, disseminate, comprehensive, psds, useful, users, introduces, conceptual, statistical, framework, guide, compilers, context, government, finance, harmonized, macroeconomic",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/public-sector-debt-statistics,
Sensor Fusion and Non-linear Filtering for Automotive Systems,Chalmers University of Technology,"sensor, fusion, filtering, automotive, systems, introduce, fundamentals, concepts, involve, bayesian, statistics, recursively, estimate, parameters, interest, range, different, sensors, designed, seek, gain, solid, understanding, fuse, information",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/sensor-fusion-and-non-linear-filtering-for-automot,
First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,Harvard University,"first, nights, symphonie, fantastique, program, music, century, years, after, premiere, monumental, ninth, symphony, composer, hector, berlioz, sought, make, symphonic, genre, terms, indeed, wrote, only, narrative",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/first-nights-berliozs-symphonie-fantastique-and-pr,
The Quantum Internet and Quantum Computers: How Will They Change the World?,Delft University of Technology,"quantum, internet, computers, change, there, doubt, great, impact, world, know, quite, traditional, only, effects, decades, provide, basic, understanding, computing, together, peek, fascinating, phenomena, qubits, superposition",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/the-quantum-internet-and-quantum-computers-how-w-2,
Research Methods: An Engineering Approach,Wits University,"research, methods, engineering, approach, level, project, enormous, undertaking, might, find, yourself, uncertain, process, achieve, desired, outcome, underlying, principles, needed, conduct, designed, conducting, postgraduate, work, projects",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/research-methods-an-engineering-approach,
Rise to Leadership: Become a CEO,Babson College,"rise, leadership, become, ambitious, natural, aspire, leader, ofan, organization, people, business, want, lead, shape, however, quickly, discover, ambition, alone, enough, achieve, goal, ascend, leave, start",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/rise-to-leadership-become-a-ceo,
Building a Cybersecurity Toolkit,University of Washington,"building, cybersecurity, toolkit, technologies, always, being, information, asset, valuable, enough, right, adversary, only, matter, time, before, breach, attempt, keep, adversaries, fact, inevitably, defeated, means, successful",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/building-a-cybersecurity-toolkit,
Marketing your Android apps,Universidad Galileo,"marketing, android, apps, almost, anyone, developing, applications, thinks, possibility, selling, profit, industry, booming, there, plenty, room, people, action, however, even, though, sounds, actually, quite, obvious",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/marketing-your-android-apps,
Embedded Systems Essentials with Arm: Getting Started,Arm Education,"embedded, systems, essentials, getting, started, everywhere, technologies, industry, standard, easier, includes, free, access, mbed, simulator, apply, knowledge, prototype, build, applications, quickly, without, trouble, expense, sourcing",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/embedded-systems-essentials-with-arm-getting-started,
Life with Diabetes,Curtin University,"life, diabetes, focuses, providing, resources, family, manage, difference, type, gestational, treated, management, recommended, food, choices, eating, habits, living, best, types, exercise, help, blood, glucose, levels",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/life-with-diabetes,
Human Reproduction,University of Adelaide,"human, reproduction, ever, wondered, despite, being, important, processes, nature, still, widely, misunderstood, foundational, exploring, underlying, biology, common, myths, latest, medical, advances, help, realities, making, babies",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/human-reproduction,
Enabling Technologies for Data Science and Analytics: The Internet of Things,Columbia University,"enabling, technologies, data, science, analytics, internet, things, rapidly, growing, predicted, billion, devices, connected, major, components, acquired, sensors, examine, ways, analyzing, event, sentiment, analysis, facial, recognition",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/enabling-technologies-for-data-science-and-analyti,
Astrophysics: Exploring Exoplanets,Australian National University,"astrophysics, exploring, exoplanets, discovery, greatest, revolutions, modern, twenty, years, idea, whether, countless, stars, there, beyond, solar, system, planets, things, totally, different, over, planetary, systems, discovered",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/astrophysics-exploring-exoplanets,
Unconventional Reservoir Geomechanics,Stanford University,"unconventional, reservoir, geomechanics, production, hydrocarbons, extremely, permeability, reservoirs, horizontal, drilling, hydraulic, fracturing, transformed, global, energy, landscape, although, hundreds, thousands, wells, drilled, completed, recovery, factors, remain",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/unconventional-reservoir-geomechanics,
Strategic Account Management,Queen’s University,"strategic, account, management, examine, major, challenge, sales, teams, maintain, customer, relationships, competitive, marketplace, grow, business, processes, frameworks, skill, sets, utilized, organizations, managing, channel, partnerships, retailers",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/strategic-account-management,
PyTorch Basics for Machine Learning,IBM,"pytorch, basics, machine, first, part, teach, fundamentals, providing, necessary, prerequisites, need, before, build, deep, start, tensors, dimension, dimensions, tensor, types, operations, pytorchs, automatic, differentiation, package",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/pytorch-basics-for-machine-learning,
Introduction to Cloud Foundry and Cloud Native Software Architecture,The Linux Foundation,"cloud, foundry, native, software, architecture, does, team, deploy, like, time, just, makes, simple, developers, deliver, business, value, quickly, without, wasting, getting, already, including, distributions, available",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-cloud-foundry-and-cloud-native-sof,
Know HBV And HCV,Stanford University,"know, viral, hepatitis, among, greatest, public, health, problem, world, deaths, surpassed, caused, liver, cancer, cirrhosis, estimated, million, people, living, undiagnosed, untreated, chronic, infection, eliminating, feasible",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/know-hbv-and-hcv,
The Supreme Court & American Politics,University of Baltimore-University System of Maryland,"supreme, court, american, politics, university, baltimore, school, lyle, denniston, covering, united, states, over, five, decades, examine, interaction, political, founding, nation, creation, truly, national, constitution, philadelphia",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/the-supreme-court-american-politics,
Sales Enablement & Analytics,Queen’s University,"sales, enablement, analytics, organizations, today, influx, data, used, effectively, derive, actionable, insights, both, organization, clients, leadersneed, systematically, increase, sophistication, leveraging, tools, domain, expertise, provide, customized",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/sales-enablement-analytics,
Comparative Political Systems,Università degli Studi di Napoli Federico II,"comparative, political, systems, part, ipsamooc, project, joint, venture, federica, weblearning, ipsa, international, science, associationif, ever, asked, question, study, politics, wide, variety, topics, themes, begins, definition",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/comparative-political-systems,
Cloud Computing for Enterprises,University System of Maryland-University of Maryland Global Campus,"cloud, computing, enterprises, organizations, increasingly, moving, critical, information, assets, technology, best, practices, economics, rewards, risks, rush, part, micromasters, program, essentials, including, infrastructure, service, iaas, platform",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/cloud-computing-for-enterprises-2,
Diversity and Social Justice in Social Work,The University of Michigan,"diversity, social, justice, work, sciences, framework, knowledge, base, underlies, needed, towards, types, sources, power, multiple, locations, constructions, processes, identities, conflicts, critical, contextual, thinking, analyses, praxis",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/diversity-and-social-justice-in-social-work,
Public Library Marketing and Public Relations,The University of Michigan,"public, library, marketing, relations, part, management, professional, certificate, program, attractive, graphic, design, outreach, media, paid, better, communicate, case, social, build, conversations, relationships, multiple, budget, points",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/public-library-marketing-and-public-relations,
"Healthcare Finance, Economics and Risk",Doane University,"healthcare, finance, economics, risk, part, administration, micromasters, program, consists, courses, capstone, exam, after, completing, apply, doane, university, complete, online, approximately, here, order, thehealthcareindustry, must, basic",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/healthcare-finance-economics-and-risk,
VideoX: Creating Video for the edX Platform,edX,"videox, creating, video, platform, creation, process, part, creator, xseries, taken, after, completing, able, everyone, does, require, previous, experience, production, waiting, started, education, teacher, training",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/videox-creating-video-for-the-edx-platform,
MathTrackX: Probability,University of Adelaide,"mathtrackx, probability, part, five, xseries, program, designed, provide, solid, foundation, mathematical, fundamentals, applied, real, introduces, manifests, world, around, beginning, discrete, random, variables, together, uses, modelling",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/mathtrackx-probability,
Sign Language Science: Factors Contributing to Natural Change,Georgetown University,"sign, language, science, factors, contributing, natural, change, changes, over, time, know, documentation, early, does, look, same, today, earliest, indications, suggest, originated, gesture, people, because, passed",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/factors-contributing-to-natural-change,
Accounting System Structure and Information Management,NYIF,"accounting, system, structure, information, management, begins, financial, explains, assists, making, decisions, look, components, balance, sheet, analyze, effect, transactions, equation, review, different, types, ownership, compare, features",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/accounting-system-structure-and-information-management,
Sustainable Development: The Post-Capitalist Order,SDG Academy,"sustainable, development, order, present, system, global, capitalism, flawed, produced, immense, wealth, economic, growth, nearly, regions, world, prioritized, profits, over, people, harmful, consumption, practices, needs, planet",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/sustainable-development-the-post-capitalist-order,
"Health Law, Policy, and Advocacy",Doane University,"health, policy, advocacy, part, healthcare, administration, micromasters, program, consists, courses, capstone, exam, after, completing, apply, doane, university, complete, online, approximately, here, effective, agent, change, administrator",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/health-law-policy-and-advocacy,
Introduction to Haptics,Stanford University,"haptics, participate, assignments, strictly, required, receive, statement, accomplishment, participant, need, components, hapkit, assemble, program, device, laboratory, give, participants, experience, assembling, mechanical, systems, making, circuits, programming",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-haptics,
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,Delft University of Technology,"decision, making, under, uncertainty, structured, expert, judgment, increasingly, world, data, always, cracked, aims, address, critical, lack, appropriate, areas, where, complex, decisions, need, made, instance, predict",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/decision-making-under-uncertainty-introduction-to,
AP® Calculus BC,Davidson Next,"calculus, topics, part, curriculum, engaging, video, instruction, questions, interactive, topic, broken, short, instructional, videos, graphs, practice, problems, written, same, people, write, grade, specifically, designed, already",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/ap-calculus-bc-2,
Advanced Linear Algebra: Foundations to Frontiers,The University of Texas at Austin,"advanced, linear, algebra, foundations, frontiers, fundamental, tools, computational, data, scientists, alaff, build, knowledge, understanding, practical, algorithms, matrix, computations, analysis, effects, arithmetic, performed, computers, computer, science",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/advanced-linear-algebra-foundations-to-frontiers,
Understanding Political Concepts,Università degli Studi di Napoli Federico II,"understanding, political, concepts, part, ipsamooc, project, joint, venture, federica, weblearning, ipsa, international, science, associationpolitical, discourse, brings, face, important, like, authority, democracy, power, however, used, differently",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/understanding-political-concepts,
How to Code: Complex Data,University of British Columbia,"code, complex, data, program, requirements, find, simple, additions, design, method, make, easy, write, capture, common, control, structures, abstraction, programs, shorter, better, core, methods, programming, part",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/how-to-code-complex-data,
Hypersonics – from Shock Waves to Scramjets,The University of Queensland,"hypersonics, shock, waves, scramjets, flow, called, hypersonic, mach, number, greater, means, speed, five, times, sound, room, temperature, around, just, over, rocket, launches, satellite, earth, orbit",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/hypersonics-from-shock-waves-to-scramjets-2,
